,Title,Desc,Type,BodyPart,Equipment,Level,Rating,RatingDesc
1416,Single-arm band low row,"The single-arm band low row is a single-arm row variation utilizing a band for resistance that is anchored low. It targets the muscles of the middle back, like the lats (latissimus dorsi) and rhomboids, but also the core. It is usually performed for moderate to high reps, at least 8-15 reps per set, in the later stages of a back or upper-body workout.",Strength,Lats,Bands,Intermediate,,
1417,Latissimus dorsi SMR,"Latissimus dorsi self-myofascial release (SMR) is a self-administered soft-tissue treatment for the upper body, usually using a foam roller, lacrosse ball, or other ""trigger point"" massage tool. By applying pressure strategically to the lat muscles of the mid back, some people find they can cause this often painful and tight area to relax or ""release."" Latissimus dorsi SMR is often accompanied by SMR on the pectorals or rhomboids, or by stretches that target the lats.",Stretching,Lats,Foam Roll,Intermediate,4.7,Average
1418,Bent-arm barbell pull-over,"The bent-arm barbell pull-over was a staple exercise of the ""Golden Era"" of bodybuilding and a favorite of Arnold Schwarzenegger himself. Done properly, the exercise targets the pecs, lats, and serratus anterior muscles. Old-school bodybuilders would perform them with light weights for sets of 20 between sets of heavy 20-rep squats, but pull-overs are more popular today in moderate rep ranges, such as 8-12 reps per set, as part of an upper-body workout.",Strength,Lats,Barbell,Intermediate,8.0,Average
1419,Barbell pull-over to press,"The barbell pull-over to press is a complex that combines two popular exercises into one sequence that works much of the upper body, particularly the chest, triceps, and serratus anterior muscles. It is commonly performed with an EZ-bar, but can also be performed with a straight bar or neutral-grip bar. Because the pull-over will determine the amount of weight you can use, this movement is usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the upper-body portion of a workout.",Strength,Lats,Barbell,Beginner,0.0,
1420,Single-arm barbell bent-over row,"The single-arm barbell bent-over row is a barbell exercise focused on the muscles of the middle back, such as the lats (latissimus dorsi) and rhomboids. It also targets the biceps and grip. If the loose end of the barbell moves around, it can be secured by placing it in the corner of a room.",Strength,Lats,Barbell,Intermediate,,
1421,Reverse Barbell Row,,Strength,Lats,Barbell,Intermediate,,
1422,Side kick-through to kettlebell high pull,"The side kick-through to kettlebell high pull is a combination of a popular bodyweight exercise and an explosive kettlebell movement. Between them, the pairing targets the traps, shoulders, core, hips, hamstrings, and glutes. This combination can be performed for time or for reps, often as circuit-style training for conditioning or fat loss.",Strength,Lats,Kettlebells,Intermediate,,
1423,FYR2 Alternating Kettlebell Snatch,,Strength,Lats,Kettlebells,Intermediate,,
1424,FYR2 Alternating Kettlebell Swing,,Strength,Lats,Kettlebells,Intermediate,,
1425,FYR2 American Kettlebell Swing,,Strength,Lats,Kettlebells,Intermediate,,
1426,FYR2 Double-Kettlebell Standing Clean,,Strength,Lats,Kettlebells,Intermediate,,
1427,FYR2 Kettlebell Swing High Pull,,Strength,Lats,Kettlebells,Intermediate,,
1428,FYR2 Kettlebell Swing-Clean-Press Combo,,Strength,Lats,Kettlebells,Intermediate,,
1429,FYR2 Kettlebell Swing-Clean-Press-Row Combo,,Strength,Lats,Kettlebells,Intermediate,,
1430,FYR2 Single-Arm Kettlebell Clean,,Strength,Lats,Kettlebells,Intermediate,,
1431,FYR2 Single-Arm Kettlebell Swing,,Strength,Lats,Kettlebells,Intermediate,,
